original_index,original_class,success,boundary_x1,boundary_x2,distance,method,neutrality,proximity_l2,flip_correct
387,0.0,False,-3.655164,-0.31579596,0.7071086,fgsm,,,False
388,1.0,False,4.2337008,1.7149031,0.7071145,fgsm,,,False
389,0.0,False,-1.8649309,0.33234748,0.7071064,fgsm,,,False
390,1.0,False,4.5548005,2.3431716,0.7071145,fgsm,,,False
391,1.0,False,3.3433335,1.1683744,0.7071061,fgsm,,,False
392,1.0,False,3.8329952,1.0096902,0.70711166,fgsm,,,False
393,0.0,False,1.1157879,-0.7680187,0.7071061,fgsm,,,False
394,0.0,False,-4.888345,1.9962319,0.7071145,fgsm,,,False
395,1.0,False,2.7166038,1.4445271,0.7071061,fgsm,,,False
396,1.0,False,4.1817956,2.1471472,0.7071145,fgsm,,,False
397,1.0,False,3.210248,2.7395992,0.7071061,fgsm,,,False
398,0.0,False,-2.3694623,0.4491238,0.70710635,fgsm,,,False
399,0.0,False,-2.881979,0.68572986,0.7071062,fgsm,,,False
